time                     signal
6.471680866394974307e-01 7.259178083460601227e-01
6.534512719466770703e-01 7.212221661341302603e-01
6.597344572538564877e-01 7.165109068412217619e-01
6.660176425610361273e-01 7.117807464544387841e-01
6.723008278682157668e-01 7.070287487015896044e-01
6.785840131753952953e-01 7.022523647172176364e-01
6.848671984825749348e-01 6.974494662002118650e-01
6.911503837897544633e-01 6.926183716641525212e-01
6.974335690969341028e-01 6.877578654896353560e-01
7.037167544041136313e-01 6.828672095987227131e-01
7.099999397112932709e-01 6.779461476837244094e-01
7.162831250184729104e-01 6.729949020340717514e-01
7.225663103256524389e-01 6.680141631145227743e-01
7.288494956328320784e-01 6.630050721537179559e-01
7.351326809400116069e-01 6.579691971027405994e-01
7.414158662471912464e-01 6.529085024173576501e-01
7.476990515543707749e-01 6.478253132038122031e-01
7.539822368615503034e-01 6.427222743451331821e-01
7.602654221687299430e-01 6.376023052920094525e-01
7.665486074759094715e-01 6.324685512583821945e-01
7.728317927830891110e-01 6.273243316064045505e-01
7.791149780902686395e-01 6.221730862377469196e-01
7.853981633974482790e-01 6.170183208280614062e-01
7.916813487046279185e-01 6.118635517486085140e-01
7.979645340118074470e-01 6.067122515136098571e-01
8.042477193189870865e-01 6.015677955740655891e-01
8.105309046261666150e-01 5.964334112489281248e-01
8.168140899333462546e-01 5.913121295432521851e-01
8.230972752405257831e-01 5.862067405509484574e-01
8.293804605477054226e-01 5.811197530779506071e-01
8.356636458548850621e-01 5.760533590509773205e-01
8.419468311620645906e-01 5.710094031987483776e-01
8.482300164692442301e-01 5.659893584077623219e-01
8.545132017764237586e-01 5.609943070648580887e-01
8.607963870836033982e-01 5.560249286051596185e-01
8.670795723907829267e-01 5.510814933880628930e-01
8.733627576979625662e-01 5.461638629271153844e-01
8.796459430051422057e-01 5.412714964034101017e-01
8.859291283123217342e-01 5.364034632978811334e-01
8.922123136195013737e-01 5.315584618870482503e-01
8.984954989266809022e-01 5.267348432606165920e-01
9.047786842338605418e-01 5.219306404391401699e-01
9.110618695410399592e-01 5.171436020968576130e-01
9.173450548482194877e-01 5.123712303298030291e-01
9.236282401553991273e-01 5.076108218533224026e-01
9.299114254625787668e-01 5.028595119668936020e-01
9.361946107697582953e-01 4.981143205883186154e-01
9.424777960769379348e-01 4.933721996343261584e-01
9.487609813841174633e-01 4.886300810106973813e-01
9.550441666912971028e-01 4.838849244723362197e-01
9.613273519984766313e-01 4.791337646221626168e-01
9.676105373056562708e-01 4.743737563371238086e-01
9.738937226128359104e-01 4.696022179396064367e-01
9.801769079200154389e-01 4.648166714725500692e-01
9.864600932271950784e-01 4.600148794859503232e-01
9.927432785343746069e-01 4.551948778003633289e-01
9.990264638415542464e-01 4.503550037785678528e-01
1.005309649148733886e+00 4.454939197086469904e-01
1.011592834455913303e+00 4.406106309793079712e-01
1.017876019763092943e+00 4.357044988100384209e-01
1.024159205070272582e+00 4.307752473834612350e-01
1.030442390377452222e+00 4.258229653136895720e-01
1.036725575684631862e+00 4.208481014712888157e-01
1.043008760991811279e+00 4.158514552713276635e-01
1.049291946298990919e+00 4.108341616146361508e-01
1.055575131606170558e+00 4.057976707525699500e-01
1.061858316913350198e+00 4.007437234210977639e-01
1.068141502220529837e+00 3.956743216597896629e-01
1.074424687527709255e+00 3.905916957942812684e-01
1.080707872834888894e+00 3.854982681160908919e-01
1.086991058142068534e+00 3.803966138405270314e-01
1.093274243449248173e+00 3.752894199611415127e-01
1.099557428756427591e+00 3.701794426473044020e-01
1.105840614063607008e+00 3.650694638495714517e-01
1.112123799370786648e+00 3.599622477854280134e-01
1.118406984677966287e+00 3.548604979756269651e-01
1.124690169985145927e+00 3.497668154888002312e-01
1.130973355292325566e+00 3.446836590295779268e-01
1.137256540599504984e+00 3.396133074734637436e-01
1.143539725906684623e+00 3.345578254107391958e-01
1.149822911213864263e+00 3.295190322123961457e-01
1.156106096521043902e+00 3.244984750742539448e-01
1.162389281828223542e+00 3.194974064319899831e-01
1.168672467135402959e+00 3.145167660707152146e-01
1.174955652442582599e+00 3.095571681790857954e-01
1.181238837749762238e+00 3.046188935208823390e-01
1.187522023056941878e+00 2.997018868176723472e-01
1.193805208364121295e+00 2.948057593558591760e-01
1.200088393671300935e+00 2.899297967512754481e-01
1.206371578978480574e+00 2.850729717257683982e-01
1.212654764285660214e+00 2.802339616740892048e-01
1.218937949592839853e+00 2.754111707270178733e-01
1.225221134900019271e+00 2.706027559490880585e-01
1.231504320207198910e+00 2.658066572475255573e-01
1.237787505514378550e+00 2.610206305140081451e-01
1.244070690821558189e+00 2.562422834733781296e-01
1.250353876128737829e+00 2.514691136741959987e-01
1.256637061435917246e+00 2.466985480255717011e-01
1.262920246743096886e+00 2.419279832634644023e-01
1.269203432050276525e+00 2.371548267179164615e-01
1.275486617357456165e+00 2.323765367505849500e-01
1.281769802664635582e+00 2.275906622394862633e-01
1.288052987971815222e+00 2.227948805049013714e-01
1.294336173278994861e+00 2.179870330966208469e-01
1.300619358586174501e+00 2.131651588976958556e-01
1.306902543893354141e+00 2.083275240430556008e-01
1.313185729200533558e+00 2.034726482020633720e-01
1.319468914507712975e+00 1.985993268315015825e-01
1.325752099814892615e+00 1.937066490687391895e-01
1.332035285122072255e+00 1.887940110029227292e-01
1.338318470429251894e+00 1.838611241339208335e-01
1.344601655736431534e+00 1.789080189033362689e-01
1.350884841043610951e+00 1.739350432580102634e-01
1.357168026350790591e+00 1.689428562829560221e-01
1.363451211657970230e+00 1.639324170163768690e-01
1.369734396965149870e+00 1.589049686332067723e-01
1.376017582272329287e+00 1.538620182543525006e-01
1.382300767579508927e+00 1.488053127054279889e-01
1.388583952886688566e+00 1.437368106102620280e-01
1.394867138193868206e+00 1.386586512598976251e-01
1.401150323501047845e+00 1.335731207463688175e-01
1.407433508808227263e+00 1.284826158914930960e-01
1.413716694115406902e+00 1.233896065336705372e-01
1.419999879422586542e+00 1.182965967597368329e-01
1.426283064729766181e+00 1.132060856839277735e-01
1.432566250036945821e+00 1.081205283817867624e-01
1.438849435344125238e+00 1.030422975832844534e-01
1.445132620651304878e+00 9.797364671661311364e-02
1.451415805958484517e+00 9.291667487227582567e-02
1.457698991265664157e+00 8.787329422655204558e-02
1.463982176572843574e+00 8.284520042467517775e-02
1.470265361880023214e+00 7.783384637770461578e-02
1.476548547187202853e+00 7.284041987383235717e-02
1.482831732494382493e+00 6.786582534554760904e-02
1.489114917801562132e+00 6.291067006962348940e-02
1.495398103108741550e+00 5.797525500825455314e-02
1.501681288415921189e+00 5.305957042792734668e-02
1.507964473723100607e+00 4.816329635884698118e-02
1.514247659030280246e+00 4.328580788309103339e-02
1.520530844337459886e+00 3.842618516526603162e-02
1.526814029644639525e+00 3.358322806642592001e-02
1.533097214951818943e+00 2.875547511150513408e-02
1.539380400258998582e+00 2.394122651357057791e-02
1.545663585566178222e+00 1.913857089586375529e-02
1.551946770873357861e+00 1.434541529578426018e-02
1.558229956180537279e+00 9.559517984581541311e-03
1.564513141487716918e+00 4.778523593282721360e-03
1.570796326794896558e+00 2.410978349590585402e-18
1.577079512102076198e+00 -4.778523593282628552e-03
1.583362697409255837e+00 -9.559517984581452840e-03
1.589645882716435255e+00 -1.434541529578416998e-02
1.595929068023614894e+00 -1.913857089586366161e-02
1.602212253330794534e+00 -2.394122651357052586e-02
1.608495438637974173e+00 -2.875547511150504387e-02
1.614778623945153591e+00 -3.358322806642578817e-02
1.621061809252333230e+00 -3.842618516526592753e-02
1.627344994559512870e+00 -4.328580788309100563e-02
1.633628179866692509e+00 -4.816329635884687016e-02
1.639911365173872149e+00 -5.305957042792748546e-02
1.646194550481051566e+00 -5.797525500825446987e-02
1.652477735788231206e+00 -6.291067006962353103e-02
1.658760921095410845e+00 -6.786582534554766455e-02
1.665044106402590485e+00 -7.284041987383252370e-02
1.671327291709770124e+00 -7.783384637770468517e-02
1.677610477016949542e+00 -8.284520042467506673e-02
1.683893662324129181e+00 -8.787329422655208722e-02
1.690176847631308821e+00 -9.291667487227589506e-02
1.696460032938488460e+00 -9.797364671661323854e-02
1.702743218245667878e+00 -1.030422975832843840e-01
1.709026403552847517e+00 -1.081205283817867763e-01
1.715309588860027157e+00 -1.132060856839278151e-01
1.721592774167206796e+00 -1.182965967597370271e-01
1.727875959474386436e+00 -1.233896065336706344e-01
1.734159144781565853e+00 -1.284826158914930128e-01
1.740442330088745493e+00 -1.335731207463688175e-01
1.746725515395925132e+00 -1.386586512598977361e-01
1.753008700703104772e+00 -1.437368106102621390e-01
1.759291886010284411e+00 -1.488053127054281000e-01
1.765575071317463829e+00 -1.538620182543523895e-01
1.771858256624643468e+00 -1.589049686332068556e-01
1.778141441931823108e+00 -1.639324170163770633e-01
1.784424627239002747e+00 -1.689428562829560221e-01
1.790707812546182165e+00 -1.739350432580101524e-01
1.796990997853361804e+00 -1.789080189033362689e-01
1.803274183160541444e+00 -1.838611241339208890e-01
1.809557368467721084e+00 -1.887940110029227292e-01
1.815840553774900279e+00 -1.937066490687389397e-01
1.822123739082079918e+00 -1.985993268315013327e-01
1.828406924389259558e+00 -2.034726482020633165e-01
1.834690109696438975e+00 -2.083275240430556008e-01
1.840973295003618615e+00 -2.131651588976958001e-01
1.847256480310798255e+00 -2.179870330966207359e-01
1.853539665617977894e+00 -2.227948805049012326e-01
1.859822850925157534e+00 -2.275906622394861523e-01
1.866106036232336951e+00 -2.323765367505848389e-01
1.872389221539516591e+00 -2.371548267179163505e-01
1.878672406846696230e+00 -2.419279832634642913e-01
1.884955592153875870e+00 -2.466985480255715901e-01
1.891238777461055287e+00 -2.514691136741958877e-01
1.897521962768234927e+00 -2.562422834733781296e-01
1.903805148075414566e+00 -2.610206305140080341e-01
1.910088333382594206e+00 -2.658066572475255018e-01
1.916371518689773845e+00 -2.706027559490879475e-01
1.922654703996953263e+00 -2.754111707270177622e-01
1.928937889304132902e+00 -2.802339616740890382e-01
1.935221074611312542e+00 -2.850729717257683982e-01
1.941504259918492181e+00 -2.899297967512752261e-01
1.947787445225671821e+00 -2.948057593558591205e-01
1.954070630532851238e+00 -2.997018868176723472e-01
1.960353815840030878e+00 -3.046188935208823945e-01
1.966637001147210517e+00 -3.095571681790857399e-01
1.972920186454390157e+00 -3.145167660707150481e-01
1.979203371761569574e+00 -3.194974064319898166e-01
1.985486557068749214e+00 -3.244984750742538893e-01
1.991769742375928853e+00 -3.295190322123961457e-01
1.998052927683108493e+00 -3.345578254107391958e-01
2.004336112990288132e+00 -3.396133074734635771e-01
2.010619298297467772e+00 -3.446836590295780933e-01
2.016902483604647411e+00 -3.497668154888003422e-01
2.023185668911826607e+00 -3.548604979756267985e-01
2.029468854219006246e+00 -3.599622477854277358e-01
2.035752039526185886e+00 -3.650694638495710076e-01
2.042035224833365525e+00 -3.701794426473043464e-01
2.048318410140545165e+00 -3.752894199611416237e-01
2.054601595447724804e+00 -3.803966138405270869e-01
2.060884780754904444e+00 -3.854982681160910585e-01
2.067167966062084083e+00 -3.905916957942813794e-01
2.073451151369263723e+00 -3.956743216597898849e-01
2.079734336676443363e+00 -4.007437234210980970e-01
2.086017521983622558e+00 -4.057976707525697835e-01
2.092300707290802197e+00 -4.108341616146359287e-01
2.098583892597981837e+00 -4.158514552713274970e-01
2.104867077905161477e+00 -4.208481014712889823e-01
2.111150263212341116e+00 -4.258229653136897941e-01
2.117433448519520756e+00 -4.307752473834613460e-01
2.123716633826700395e+00 -4.357044988100384209e-01
2.129999819133880035e+00 -4.406106309793080822e-01
2.136283004441059674e+00 -4.454939197086472125e-01
2.142566189748238870e+00 -4.503550037785677418e-01
2.148849375055418509e+00 -4.551948778003632734e-01
2.155132560362598149e+00 -4.600148794859502122e-01
2.161415745669777788e+00 -4.648166714725501247e-01
2.167698930976957428e+00 -4.696022179396065477e-01
2.173982116284137067e+00 -4.743737563371239196e-01
2.180265301591316707e+00 -4.791337646221626723e-01
2.186548486898496346e+00 -4.838849244723363863e-01
2.192831672205675986e+00 -4.886300810106977144e-01
2.199114857512855181e+00 -4.933721996343260474e-01
2.205398042820034821e+00 -4.981143205883185043e-01
2.211681228127214016e+00 -5.028595119668931579e-01
2.217964413434393656e+00 -5.076108218533220695e-01
2.224247598741573295e+00 -5.123712303298026960e-01
2.230530784048752935e+00 -5.171436020968572800e-01
2.236813969355932574e+00 -5.219306404391400589e-01
2.243097154663112214e+00 -5.267348432606164810e-01
2.249380339970291853e+00 -5.315584618870482503e-01
2.255663525277471493e+00 -5.364034632978811334e-01
2.261946710584651132e+00 -5.412714964034102127e-01
2.268229895891830772e+00 -5.461638629271154954e-01
2.274513081199009967e+00 -5.510814933880626709e-01
2.280796266506189607e+00 -5.560249286051592854e-01
2.287079451813369246e+00 -5.609943070648578667e-01
2.293362637120548886e+00 -5.659893584077622108e-01
2.299645822427728525e+00 -5.710094031987483776e-01
2.305929007734908165e+00 -5.760533590509773205e-01
2.312212193042087804e+00 -5.811197530779506071e-01
2.318495378349267444e+00 -5.862067405509485685e-01
2.324778563656447083e+00 -5.913121295432522961e-01
2.331061748963626279e+00 -5.964334112489276807e-01
2.337344934270805918e+00 -6.015677955740652560e-01
2.343628119577985558e+00 -6.067122515136098571e-01
2.349911304885165197e+00 -6.118635517486085140e-01
2.356194490192344837e+00 -6.170183208280611842e-01
2.362477675499524477e+00 -6.221730862377466975e-01
2.368760860806704116e+00 -6.273243316064045505e-01
2.375044046113883756e+00 -6.324685512583824165e-01
2.381327231421063395e+00 -6.376023052920094525e-01
2.387610416728242591e+00 -6.427222743451328490e-01
2.393893602035422230e+00 -6.478253132038116480e-01
2.400176787342601870e+00 -6.529085024173575391e-01
2.406459972649781509e+00 -6.579691971027403774e-01
2.412743157956961149e+00 -6.630050721537180669e-01
2.419026343264140788e+00 -6.680141631145227743e-01
2.425309528571320428e+00 -6.729949020340718624e-01
2.431592713878500067e+00 -6.779461476837245204e-01
2.437875899185679707e+00 -6.828672095987228241e-01
2.444159084492858902e+00 -6.877578654896350230e-01
2.450442269800038542e+00 -6.926183716641522992e-01
2.456725455107218181e+00 -6.974494662002116430e-01
2.463008640414397821e+00 -7.022523647172176364e-01
2.469291825721577460e+00 -7.070287487015897154e-01
2.475575011028757100e+00 -7.117807464544388951e-01
2.481858196335936739e+00 -7.165109068412216509e-01
2.488141381643116379e+00 -7.212221661341304824e-01
2.494424566950296018e+00 -7.259178083460602338e-01
2.500707752257475658e+00 -7.306014195586739701e-01
2.506990937564654853e+00 -7.352768368447497593e-01
2.513274122871834493e+00 -7.399480924751544730e-01
2.519557308179014132e+00 -7.446193541820098627e-01
2.525840493486193772e+00 -7.492948623206119318e-01
2.532123678793373411e+00 -7.539788648322549580e-01
2.538406864100553051e+00 -7.586755509572534750e-01
2.544690049407732690e+00 -7.633889846813395330e-01
2.550973234714912330e+00 -7.681230389185186302e-01
2.557256420022091969e+00 -7.728813314389468836e-01
2.563539605329271165e+00 -7.776671635411408490e-01
2.569822790636450804e+00 -7.824834624438109509e-01
2.576105975943630444e+00 -7.873327283339112137e-01
2.582389161250810083e+00 -7.922169869545345744e-01
2.588672346557989723e+00 -7.971377485495528825e-01
2.594955531865169363e+00 -8.020959739022146540e-01
2.601238717172349002e+00 -8.070920481132023427e-01
2.607521902479528642e+00 -8.121257626610715041e-01
2.613805087786708281e+00 -8.171963061758480418e-01
2.620088273093887477e+00 -8.223022642363065904e-01
2.626371458401067116e+00 -8.274416283747091372e-01
2.632654643708246311e+00 -8.326118143412206685e-01
2.638937829015425951e+00 -8.378096895457002313e-01
2.645221014322605591e+00 -8.430316094588513609e-01
2.651504199629785230e+00 -8.482734626198471517e-01
2.657787384936964870e+00 -8.535307237653018131e-01
2.664070570244144509e+00 -8.587985144668597304e-01
2.670353755551324149e+00 -8.640716705434966505e-01
2.676636940858503788e+00 -8.693448154017462404e-01
2.682920126165683428e+00 -8.746124383541191705e-01
2.689203311472863067e+00 -8.798689768746292827e-01
2.695486496780042263e+00 -8.851089016719603242e-01
2.701769682087221902e+00 -8.903268033967757233e-01
2.708052867394401542e+00 -8.955174797509982687e-01
2.714336052701581181e+00 -9.006760217345795017e-01
2.720619238008760821e+00 -9.057978977499464568e-01
2.726902423315940460e+00 -9.108790342865009659e-01
2.733185608623120100e+00 -9.159158919274255073e-01
2.739468793930299739e+00 -9.209055354586810349e-01
2.745751979237479379e+00 -9.258456969151643845e-01
2.752035164544658574e+00 -9.307348304710725273e-01
2.758318349851838214e+00 -9.355721581698623890e-01
2.764601535159017853e+00 -9.403577055928380446e-01
2.770884720466197493e+00 -9.450923266831857683e-01
2.777167905773377132e+00 -9.497777170727911278e-01
2.783451091080556772e+00 -9.544164154008915046e-01
2.789734276387736411e+00 -9.590117922647557469e-01
2.796017461694916051e+00 -9.635680266012746076e-01
2.802300647002095690e+00 -9.680900694625735881e-01
2.808583832309274886e+00 -9.725835953164064795e-01
2.814867017616454525e+00 -9.770549411709670284e-01
2.821150202923634165e+00 -9.815110339916521820e-01
2.827433388230813804e+00 -9.859593070419838678e-01
2.833716573537993444e+00 -9.904076059400938048e-01
2.839999758845173083e+00 -9.948640853737894529e-01
2.846282944152352723e+00 -9.993370975590577521e-01
2.852566129459532362e+00 -1.003835073657035171e+00
2.858849314766712002e+00 -1.008366399481011477e+00
2.865132500073891642e+00 -1.012939286926342053e+00
2.871415685381070837e+00 -1.017561642640596897e+00
2.877698870688250476e+00 -1.022240935517654936e+00
2.883982055995430116e+00 -1.026984064646576877e+00
2.890265241302609756e+00 -1.031797229373189628e+00
2.896548426609789395e+00 -1.036685803138713169e+00
2.902831611916969035e+00 -1.041654212745200203e+00
2.909114797224148674e+00 -1.046705824661879003e+00
2.915397982531328314e+00 -1.051842839930013040e+00
2.921681167838507953e+00 -1.057066199146972751e+00
2.927964353145687149e+00 -1.062375498913709970e+00
2.934247538452866788e+00 -1.067768921014670580e+00
2.940530723760046428e+00 -1.073243175466663368e+00
2.946813909067226067e+00 -1.078793458424804896e+00
2.953097094374405707e+00 -1.084413425771116657e+00
2.959380279681585346e+00 -1.090095183036496662e+00
2.965663464988764986e+00 -1.095829292121802689e+00
2.971946650295944625e+00 -1.101604795090792344e+00
2.978229835603124265e+00 -1.107409255109085722e+00
2.984513020910303460e+00 -1.113228814401524991e+00
2.990796206217483100e+00 -1.119048268897853804e+00
2.997079391524662739e+00 -1.124851159035954673e+00
3.003362576831842379e+00 -1.130619875995602097e+00
3.009645762139022018e+00 -1.136335782446164400e+00
3.015928947446201214e+00 -1.141979346711373466e+00
3.022212132753380853e+00 -1.147530289085539668e+00
3.028495318060560493e+00 -1.152967738880427584e+00
3.034778503367740132e+00 -1.158270400642660070e+00
3.041061688674919772e+00 -1.163416727859557742e+00
3.047344873982099411e+00 -1.168385102368606043e+00
3.053628059289279051e+00 -1.173154017603423638e+00
3.059911244596458246e+00 -1.177702263748512168e+00
3.066194429903637886e+00 -1.182009112836899689e+00
3.072477615210817525e+00 -1.186054501809722161e+00
3.078760800517997165e+00 -1.189819211565121826e+00
3.085043985825176804e+00 -1.193285040055487078e+00
3.091327171132356444e+00 -1.196434967546847306e+00
3.097610356439536083e+00 -1.199253312231516100e+00
3.103893541746715723e+00 -1.201725874483989820e+00
3.110176727053895362e+00 -1.203840068169563127e+00
3.116459912361074558e+00 -1.205585037553673411e+00
3.122743097668254197e+00 -1.206951758516047635e+00
3.129026282975433837e+00 -1.207933122945394011e+00
3.135309468282613476e+00 -1.208524005375646748e+00
3.141592653589793116e+00 -1.208721311121388364e+00
3.147875838896972756e+00 -1.208524005375646748e+00
3.154159024204152395e+00 -1.207933122945394011e+00
3.160442209511332035e+00 -1.206951758516047635e+00
3.166725394818511674e+00 -1.205585037553673411e+00
3.173008580125690870e+00 -1.203840068169563127e+00
3.179291765432870509e+00 -1.201725874483989820e+00
3.185574950740050149e+00 -1.199253312231516322e+00
3.191858136047229788e+00 -1.196434967546847306e+00
3.198141321354409428e+00 -1.193285040055487300e+00
3.204424506661589067e+00 -1.189819211565121826e+00
3.210707691968768707e+00 -1.186054501809722161e+00
3.216990877275948346e+00 -1.182009112836899911e+00
3.223274062583127986e+00 -1.177702263748512390e+00
3.229557247890307181e+00 -1.173154017603423860e+00
3.235840433197486821e+00 -1.168385102368606265e+00
3.242123618504666460e+00 -1.163416727859557964e+00
3.248406803811846100e+00 -1.158270400642660514e+00
3.254689989119025739e+00 -1.152967738880427806e+00
3.260973174426205379e+00 -1.147530289085539668e+00
3.267256359733385018e+00 -1.141979346711373910e+00
3.273539545040564658e+00 -1.136335782446163956e+00
3.279822730347744297e+00 -1.130619875995602541e+00
3.286105915654923937e+00 -1.124851159035954229e+00
3.292389100962103132e+00 -1.119048268897854026e+00
3.298672286269282772e+00 -1.113228814401525213e+00
3.304955471576462411e+00 -1.107409255109085500e+00
3.311238656883642051e+00 -1.101604795090792122e+00
3.317521842190821690e+00 -1.095829292121802467e+00
3.323805027498001330e+00 -1.090095183036496218e+00
3.330088212805180969e+00 -1.084413425771116213e+00
3.336371398112360609e+00 -1.078793458424804674e+00
3.342654583419540248e+00 -1.073243175466663146e+00
3.348937768726719444e+00 -1.067768921014670802e+00
3.355220954033899083e+00 -1.062375498913709970e+00
3.361504139341078723e+00 -1.057066199146972529e+00
3.367787324648258362e+00 -1.051842839930012818e+00
3.374070509955438002e+00 -1.046705824661878781e+00
3.380353695262617642e+00 -1.041654212745199981e+00
3.386636880569797281e+00 -1.036685803138713169e+00
3.392920065876976921e+00 -1.031797229373189406e+00
3.399203251184156560e+00 -1.026984064646576877e+00
3.405486436491335756e+00 -1.022240935517654714e+00
3.411769621798515395e+00 -1.017561642640596675e+00
3.418052807105695035e+00 -1.012939286926341831e+00
3.424335992412874674e+00 -1.008366399481010811e+00
3.430619177720054314e+00 -1.003835073657034727e+00
3.436902363027233953e+00 -9.993370975590575300e-01
3.443185548334413593e+00 -9.948640853737893419e-01
3.449468733641593232e+00 -9.904076059400935828e-01
3.455751918948772872e+00 -9.859593070419836458e-01
3.462035104255952511e+00 -9.815110339916519600e-01
3.468318289563131707e+00 -9.770549411709671395e-01
3.474601474870311346e+00 -9.725835953164067016e-01
3.480884660177490986e+00 -9.680900694625734770e-01
3.487167845484670625e+00 -9.635680266012743855e-01
3.493451030791850265e+00 -9.590117922647558579e-01
3.499734216099029904e+00 -9.544164154008916157e-01
3.506017401406209544e+00 -9.497777170727910168e-01
3.512300586713389183e+00 -9.450923266831855463e-01
3.518583772020568823e+00 -9.403577055928379336e-01
3.524866957327748018e+00 -9.355721581698623890e-01
3.531150142634927658e+00 -9.307348304710728604e-01
3.537433327942107297e+00 -9.258456969151640514e-01
3.543716513249286937e+00 -9.209055354586807018e-01
3.549999698556466576e+00 -9.159158919274251742e-01
3.556282883863646216e+00 -9.108790342865008549e-01
3.562566069170825855e+00 -9.057978977499461237e-01
3.568849254478005495e+00 -9.006760217345791686e-01
